intid,main_street,cross_street,main_suffix,cross_suffix,cross_prefix,main_prefix,longitude,latitude
  899142364396,MARY DELL,MILLWOOD,LN,CT, , ,-85.5762279478435,38.1669877204741
  899255085665,RIDGECREST,RUSSETT,RD,BLVD, , ,-85.66841881546,38.1658342392999
  899354805665,REVERE,RUSSETT,DR,BLVD, , ,-85.6673136441338,38.1657014940354
  899411983140,CLOVERWOOD,IDLEWOOD,LN,LN, , ,-85.5843371068711,38.1665988659586
  899555535665,ROBINWOOD,RUSSETT,RD,BLVD, , ,-85.6651075696921,38.165585400969
  899610945200,CHENOWETH PARK,PENTEL,LN,LN, , ,-85.5719690212042,38.1665082818657
  899911983803,CLOVERWOOD,LEEWARD,LN,CT, , ,-85.5833311486099,38.1663738415907
  900052007356,PENTEL,WETHE,LN,CT, , ,-85.5710634981987,38.1664868234776
  900142366091,MARY DELL,SPRIGWOOD,LN,LN, , ,-85.5794431387461,38.1663085481682
  900311981355,CLOVERWOOD,CROSSWOOD,LN,CT, , ,-85.5823067650099,38.1661395785934
  900401883964,BILLTOWN,LOVERS,RD,LN, , ,-85.5693545467768,38.1662218178788
  900547275408,OAKLAWN,RANGELAND,LN,RD, , ,-85.6693843671504,38.1650224476889
  900654085508,RANGELAND,RIDGECREST,RD,RD, , ,-85.6690829828479,38.1649528211186
  900811984474,CLOVERWOOD,MOSSWOOD,LN,LN, , ,-85.5812992909895,38.1659260543454
  901052596696,BLUFFINGTON,WOOD ROCK,RD,RD, , ,-85.6231498090216,38.165370816875
  901217273140,DOEWOOD,IDLEWOOD,LN,LN, , ,-85.5844544612166,38.1657670204674
  901466516696,STONE BLUFF,WOOD ROCK,RD,RD, , ,-85.6221853484609,38.1653229479386
  901554085553,RANGELAND,ROBINWOOD,RD,RD, , ,-85.6651849908588,38.1646929272036
  901754085945,RANGELAND,SHEPHERDSVILLE,RD,RD, , ,-85.6598575835744,38.1643998956178
  901918054893,DEA DEA,STANALOUISE,DR,DR, , ,-85.5772798122654,38.165496404549
  902148936091,STANALOUISE,SPRIGWOOD,DR,LN, , ,-85.5785764799395,38.1651184405773
  902217274474,DOEWOOD,MOSSWOOD,LN,LN, , ,-85.5812424371149,38.1650294306549
  902331405103,IDLEWOOD,PLUMWOOD,LN,RD, , ,-85.5845693651811,38.1649439566891
  902569727412,CHATFIELD,WOODED LAKE,CT,DR, , ,-85.5559217660752,38.1651615035442
  902666506651,STONE BLUFF,STONE BLUFF,CT,RD, , ,-85.6220313261386,38.1643038962305
  902902071278,ATHENS,CORINTH,DR,WAY, , ,-85.6734357225392,38.1643188689266
  903012784727,CORINTH,OAKLAWN,WAY,LN, , ,-85.6734233382665,38.1632917592478
  903118041805,DEA DEA,DEA DEA,CT,DR, , ,-85.5774077521548,38.1644064612956
  903369637412,CHERRY GROVE,WOODED LAKE,CT,DR, , ,-85.5556704592551,38.1645569543342
  903547214727,OAKDALE,OAKLAWN,LN,LN, , ,-85.6717036912534,38.1631764599604
  903739645572,LOVERS,ROCKY,LN,TRL, , ,-85.5710284895824,38.1641578097768
  903952585259,BLUFFINGTON,BLUFFINGTON,CT,RD, , ,-85.623097308392,38.1634886517611
  904152596651,BLUFFINGTON,STONE BLUFF,RD,RD, , ,-85.6223090188375,38.1632590829303
  904301881848,BILLTOWN,EASUM,RD,RD, , ,-85.5668720589418,38.1638150079113
  904518489434,EASUM,DOGWOOD,RD,BLVD, , ,-85.5596514821754,38.164310690476
  904673787412,OAK HARBOR,WOODED LAKE,DR,DR, , ,-85.5553674365743,38.1636871925899
  904820436989,HOFELICH,HOFELICH,LN,CT, , ,-85.5798056666395,38.1633333194974
  905020436091,HOFELICH,SPRIGWOOD,LN,LN, , ,-85.5784996186699,38.1632912149804
  905118052043,DEA DEA,HOFELICH,DR,LN, , ,-85.5775503995717,38.1632649462606
  90548947D108,QUAIL RIDGE,WOODHAVEN RIDGE,RD,CT, , ,-85.6247409113551,38.1625474277808
  905566518947,STONE BLUFF,QUAIL RIDGE,RD,RD, , ,-85.6223832982076,38.1625410762161
  905720432061,HOFELICH,KASEY,LN,WAY, , ,-85.5767926782241,38.1629628045854
  905974047412,WALBRIDGE,WOODED LAKE,CT,DR, , ,-85.552533050146,38.1629887025277
  906020432055,HOFELICH,JANET LEE,LN,DR, , ,-85.5758314044198,38.1625612723899
  906274017412,WOODED LAKE,WOODED LAKE,CT,DR, , ,-85.5537782535883,38.1625487714426
  906466518244,STONE BLUFF,CHESTNUT TREE,RD,LN, , ,-85.6222487308283,38.1615848755623
  9068D029D578,RIMFIRE,HINES MILL,RD,WAY, , ,-85.5847639574932,38.1618442935914
  907166518605,STONE BLUFF,COVEY,RD,PL, , ,-85.6220513632949,38.1612179836069
  907382459114,RIDGE CREEK,RIDGE CREEK,RD,CT, , ,-85.6276795619967,38.160862982426
  907520542055,JANET LEE,JANET LEE,CT,DR, , ,-85.5759768923627,38.1612882473167
  907647215123,OAKDALE,POPLAR LEVEL,LN,RD, , ,-85.6719631831951,38.1601480142752
  907706415123,BRAIDWOOD,POPLAR LEVEL,DR,RD, , ,-85.6739281729288,38.1602597717485
  907882438947,HURSTVIEW,QUAIL RIDGE,RD,RD, , ,-85.6266654535979,38.1625532650275
  907982438245,HURSTVIEW,RIDGE CREEK,RD,RD, , ,-85.6266244860394,38.1606878710492
  908166518245,STONE BLUFF,RIDGE CREEK,RD,RD, , ,-85.6217713248489,38.1607323028423
  908219395123,EMERALD,POPLAR LEVEL,DR,RD, , ,-85.6695381857864,38.1600053924865
  908382448245,CHESTNUT TREE,RIDGE CREEK,LN,RD, , ,-85.6257348345042,38.1605232882244
  908451235945,POPLAR LEVEL,SHEPHERDSVILLE,RD,RD, , ,-85.6599756245171,38.1600376936613
  908582458246,RIDGE CREEK,HICKORY TREE,RD,RD, , ,-85.6243618358238,38.1603887683712
  908737235123,LAMMERS,POPLAR LEVEL,LN,RD, , ,-85.6671070215318,38.1598585831015
  90873723E313,LAMMERS,MADDIX,LN,LN, , ,-85.6671070215318,38.1598585831015
  90875123E313,POPLAR LEVEL,MADDIX,RD,LN, , ,-85.6671070215318,38.1598585831015
  908910722502,CHARLOTTE,GAYLE,DR,DR, , ,-85.6658248535412,38.1595917936284
  908910725123,CHARLOTTE,POPLAR LEVEL,DR,RD, , ,-85.6658248535412,38.1595917936284
  908925025123,GAYLE,POPLAR LEVEL,DR,RD, , ,-85.6658248535412,38.1595917936284
  909251235932,POPLAR LEVEL,SHEILA,RD,RD, , ,-85.6647016098932,38.1592691690246
  909320555220,JANET LEE,WHITEHOUSE,DR,DR, , ,-85.576103839867,38.1601432220672
  909519392159,EMERALD,FAYETTE,DR,DR, , ,-85.6696216981144,38.1590273567776
  909710952506,CHENOWETH RUN,GELLHAUS,RD,LN, , ,-85.5419263304527,38.1604057569986
  909821593723,FAYETTE,LAMMERS,DR,LN, , ,-85.6678491746111,38.1589204382468
  910151239536,POPLAR LEVEL,POPLAR TREE,RD,CT, , ,-85.6554479450553,38.158811592878
  910525025932,GAYLE,SHEILA,DR,RD, , ,-85.6669583432291,38.15704812244
  910621636222,FEGENBUSH,SUNNY HILL,LN,RD, , ,-85.6367589281734,38.1575592551054
  911021026924,MONTEGO BAY,OVERTON,RD,RD, , ,-85.6414160148959,38.1568363048971
  911179327936,NEWBRIDGE,BRIGHTON HILL,RD,LN, , ,-85.5888448570061,38.1571968609375
  91127932D496,NEWBRIDGE,NEWBRIDGE,RD,PL, , ,-85.5894351398761,38.1570877904016
  911421635954,FEGENBUSH,SHERLOCK,LN,WAY, , ,-85.6375537294783,38.1587583714621
  911531665954,INNSBRUCK,SHERLOCK,WAY,WAY, , ,-85.6400490089729,38.1564756652399
  911612262163,CONCORD HILL,FEGENBUSH,RD,LN, , ,-85.6367244658335,38.1567096242552
  911869247376,OVERTON,MAY PEN,RD,RD, , ,-85.6442705752652,38.1563839112908
  91217936D395,BRIGHTON HILL,BRIGHTON HILL,LN,CT, , ,-85.5887492903987,38.156847074302
  912321026919,MONTEGO BAY,LINSTEAD,RD,RD, , ,-85.6412584168022,38.1561302908497
  912521847291,FERNDALE,WATTERSON,RD,TRL,S, ,-85.6146579445791,38.1562958357867
  912618732184,EDSEL,FERNDALE,LN,RD, , ,-85.6128999808303,38.1561683460737
  912721813964,FERN CREEK,LOVERS,RD,LN, , ,-85.5723123617089,38.1565474005159
  912821812974,FERN CREEK,HOWELL,RD,WAY, , ,-85.5738238486355,38.1566332421765
  913029737048,HOLLOW TREE,WATCH HILL,RD,RD, , ,-85.6240767565684,38.1559319998742
  913169197376,LINSTEAD,MAY PEN,RD,RD, , ,-85.6438662183663,38.1556570116164
  913201886640,BILLTOWN,TARRENCE,RD,RD, , ,-85.5610049189816,38.1566109769942
  913321822184,FERN CREST,FERNDALE,RD,RD, , ,-85.6115856734389,38.1558189491362
  913421022391,MONTEGO BAY,OCHO RIOS,RD,CT, , ,-85.6409400824774,38.1554652019075
  913521832184,FERNCLIFF,FERNDALE,LN,RD, , ,-85.6068108226846,38.1558011644898
  913521837884,FERNCLIFF,TRADESMILL,LN,DR, , ,-85.6068108226846,38.1558011644898
  913521847884,FERNDALE,TRADESMILL,RD,DR, , ,-85.6068108226846,38.1558011644898
  913621842554,FERNDALE,GLENDALE,RD,RD, , ,-85.6049975815666,38.1557397297845
  913721843445,FERNDALE,BIG BEN,RD,DR, , ,-85.6048641106971,38.1557355438629
  913821845470,FERNDALE,RENATE,RD,RD, , ,-85.6028430851503,38.1556537976169
  913911062974,CHERRY RIDGE,HOWELL,DR,WAY, , ,-85.5738960026046,38.1559679458091
  914217672184,BIRCHLINE,FERNDALE,BLVD,RD, , ,-85.5976308302301,38.1554243715822
  914321812184,FERN CREEK,FERNDALE,RD,RD, , ,-85.5920608803195,38.1551672466011
  914516785506,DOWNS BRANCH,RIDGE CLIFF,RD,RD, , ,-85.6286572595983,38.1547320287781
  914770477048,WATCH HILL,WATCH HILL,CT,RD, , ,-85.624124277444,38.1546509541652
  914920872102,MANDEVILLE,MONTEGO BAY,RD,RD, , ,-85.6408932801091,38.1543354372403
  915020862087,MANDEVILLE,MANDEVILLE,CT,RD, , ,-85.6421489812583,38.1542980870971
  915120875954,MANDEVILLE,SHERLOCK,RD,WAY, , ,-85.6398500129613,38.1542984704016
  915315442973,DEEP HOLLOW,HOLLOW TREE,RD,RD, , ,-85.6221056810693,38.1544187942794
  915500080351,ACAPOLCA,BAHAMA,WAY,LN, , ,-85.6645775722068,38.153898630512
91550008E891,ACAPOLCA,GREY VISTA,WAY,WAY, , ,-85.6645775722068,38.153898630512
91550351E891,BAHAMA,GREY VISTA,LN,WAY, , ,-85.6645775722068,38.153898630512
  915600081275,ACAPOLCA,COPRA,WAY,LN, , ,-85.6634343670305,38.1538415139704
  915700080984,ACAPOLCA,CARRIBEAN,WAY,LN, , ,-85.6621827642863,38.153776858927
  916083748375,PORT ANTONIO,PORT ANTONIO,CT,RD, , ,-85.6444595839855,38.1539256162061
  91620805D246,BUISSON,CALICO,LN,CT, , ,-85.6475982744238,38.1538621641279
  916300085945,ACAPOLCA,SHEPHERDSVILLE,WAY,RD, , ,-85.6596740813593,38.1536561571825
  916590499053,FARMSTEAD,FARMHILL,LN,CT, , ,-85.5836871860262,38.1545338600997
  916690499051,FARMSTEAD,CEDAR POST,LN,CT, , ,-85.5847208859958,38.1545178474694
  916920874452,MANDEVILLE,MOORHAMPTON,RD,DR, , ,-85.6436582835319,38.1535228539969
  916920878375,MANDEVILLE,PORT ANTONIO,RD,RD, , ,-85.6436582835319,38.1535228539969
  916944528375,MOORHAMPTON,PORT ANTONIO,DR,RD, , ,-85.6436582835319,38.1535228539969
  917178857886,LEVEL,LABOR,LN,LN, , ,-85.6079900747607,38.1539027795503
  9173D237D239,POPLAR FOREST,JEFFERSON TRACE,LN,BLVD, , ,-85.5626518773656,38.1543937762312
  917515447048,DEEP HOLLOW,WATCH HILL,RD,RD, , ,-85.6228984923284,38.1537185041187
  917778847885,TRADESMILL,LEVEL,DR,LN, , ,-85.6072392433505,38.1538550889257
  918090499054,FARMSTEAD,SEATON,LN,LN, , ,-85.581566925781,38.1539712039515
  91820805D245,BUISSON,ASTIN,LN,CT, , ,-85.646941274008,38.1532058070478
  918590499052,FARMSTEAD,FARMGATE,LN,CT, , ,-85.5851426092994,38.1536948305751
  9187D237D238,POPLAR FOREST,WOODSONG,LN,CT, , ,-85.563511145058,38.1538847068886
  918917672721,BIRCHLINE,WHARTON,BLVD,CT, , ,-85.5983540555068,38.1534668093952
  919101886311,BILLTOWN,SHAFFER,RD,LN, , ,-85.5591620693771,38.1536463089135
  919203511829,BAHAMA,BATALINA,LN,CT,E, ,-85.6655938398966,38.1523480842914
  919203517110,BAHAMA,BATALINA,LN,CT,W, ,-85.6655938398966,38.1523480842914
  919218297110,BATALINA,BATALINA,CT,CT,W,E,-85.6655938398966,38.1523480842914
  919521827053,FERN CREST,WATERFERN,RD,WAY, , ,-85.6119742860564,38.1529372909512
  919670537275,WATERFERN,WOODFERN,WAY,WAY, , ,-85.61309072934,38.1529519589515
  919713481678,CROSS CREEK,DOWNS BRANCH,BLVD,RD, , ,-85.6263609953286,38.1527623931522
  9198D237D553,POPLAR FOREST,WOODED BRANCH,LN,LN, , ,-85.5644424982974,38.1533838025657
  919970537291,WATERFERN,WATTERSON,WAY,TRL,S, ,-85.6149544588216,38.1527500823028
  920121927053,FERNVIEW,WATERFERN,RD,WAY, , ,-85.6094542588565,38.1528070571967
  920213485506,CROSS CREEK,RIDGE CLIFF,BLVD,RD, , ,-85.6281614290495,38.1525874236219
  920313487048,CROSS CREEK,WATCH HILL,BLVD,RD, , ,-85.6212093342145,38.1526493672746
  920408053999,BUISSON,LYNNCHESTER,LN,DR, , ,-85.6470377286252,38.1523443175254
  920539994452,LYNNCHESTER,MOORHAMPTON,DR,DR, , ,-85.6437613587291,38.1523181121528
  920613481544,CROSS CREEK,DEEP HOLLOW,BLVD,RD, , ,-85.6242787656788,38.1524963497846
  920739994453,LYNNCHESTER,MOORHAVEN,DR,DR, , ,-85.6488698980649,38.1521540540812
  920844537429,MOORHAVEN,YELLOWSANDS,DR,DR, , ,-85.6497419391963,38.1526590227632
  92106311D239,SHAFFER,JEFFERSON TRACE,LN,BLVD, , ,-85.5602235540459,38.1531306994388
  921117671768,BIRCHLINE,BIRCHLINE,BLVD,CT, , ,-85.5985203444842,38.1526813260843
  921603101348,OLD FEGENBUSH,CROSS CREEK,LN,BLVD, , ,-85.6288864380638,38.1522358196517
  921759457430,SHEPHERDSVILLE,YE OLD POST,RD,RD, , ,-85.6597429840567,38.1518280560781
  922105807429,BLUESTONE,YELLOWSANDS,RD,DR, , ,-85.6515473676493,38.1519006538871
  922212277430,CONNECTICUT,YE OLD POST,DR,RD, , ,-85.6583344236143,38.1517605369715
  922523946211,PALM TREE,SUNDAY,DR,DR, , ,-85.67271206533,38.1514899160325
  922662547048,SWITCH BARK,WATCH HILL,RD,RD, , ,-85.6202550469944,38.1520943227073
  922745507430,NEW HAMPSHIRE,YE OLD POST,BLVD,RD, , ,-85.6564195875493,38.1516579975788
  922803511828,BAHAMA,BAHAMA,LN,CT,E, ,-85.6657496994829,38.1515291483812
  922803517109,BAHAMA,BAHAMA,LN,CT,W, ,-85.6657496994829,38.1515291483812
  922818287109,BAHAMA,BAHAMA,CT,CT,W,E,-85.6657496994829,38.1515291483812
  923108084505,BILSIM,MOUNT GERALD,LN,CT, , ,-85.5956504379813,38.15236594714
  923408971767,ATTU,BIRCHLINE,LN,BLVD, , ,-85.598563416505,38.1522376398795
  923717666211,BIMINI,SUNDAY,CT,DR, , ,-85.6714093147205,38.1513424778436
  923813211678,CREEK STONE,DOWNS BRANCH,BLVD,RD, , ,-85.6261241519849,38.1518252539471
  923921927275,FERNVIEW,WOODFERN,RD,WAY, , ,-85.6095176673824,38.1519894566305
  924117826211,CAPE,SUNDAY,CT,DR, , ,-85.6703767158389,38.1512262365553
  924313482751,CROSS CREEK,CROSS CREEK,BLVD,CT, , ,-85.6227761623772,38.1517751092731
  924724346211,TAMARIND,SUNDAY,CT,DR, , ,-85.6693428297553,38.1511106884187
  924903101321,OLD FEGENBUSH,CREEK STONE,LN,BLVD, , ,-85.6287703654339,38.1515712047926
  925059457426,SHEPHERDSVILLE,YANKEE,RD,LN, , ,-85.659777285654,38.1511754685622
  925347876211,ORANGE BLOSSOM,SUNDAY,RD,DR, , ,-85.6683019543506,38.1509932422084
  925412277426,CONNECTICUT,YANKEE,DR,LN, , ,-85.6583721085458,38.1511024164593
  925508961767,ASHMEAD,BIRCHLINE,DR,BLVD, , ,-85.5982091557977,38.1516541077641
  925508964504,ASHMEAD,MOUNT EASTES,DR,LN, , ,-85.5982091557977,38.1516541077641
  925517674504,BIRCHLINE,MOUNT EASTES,BLVD,LN, , ,-85.5982091557977,38.1516541077641
  925603516211,BAHAMA,SUNDAY,LN,DR, , ,-85.6658764166225,38.1507397528548
  925744525574,MOORHAMPTON,ROCKY MOUNTAIN,DR,DR, , ,-85.6438365268341,38.1509775981416
  925812756211,COPRA,SUNDAY,LN,DR, , ,-85.6636949047416,38.1507166957369
  926055746435,ROCKY MOUNTAIN,TAFFY ANN,DR,DR, , ,-85.6448743971988,38.1509157248823
  926108084504,BILSIM,MOUNT EASTES,LN,LN, , ,-85.5959491453935,38.1514753519585
  926339649894,LOVERS,SONRISA,LN,DR, , ,-85.5783191651381,38.1516317257531
  926423944377,PALM TREE,MILE OF SUNSHINE,DR,DR, , ,-85.6729000835619,38.1504563646738
  926609844377,CARRIBEAN,MILE OF SUNSHINE,LN,DR, , ,-85.6623965313559,38.1505574013073
  926716785586,DOWNS BRANCH,ROLLING CREEK,RD,BLVD, , ,-85.6255778656652,38.1509842815978
  926808065574,BEBE,ROCKY MOUNTAIN,CT,DR, , ,-85.6464960898197,38.1507213555383
  927006942192,BROADFERN,FERNVIEW,DR,RD, , ,-85.6095997101636,38.1511227197342
  927143776674,MILE OF SUNSHINE,TROPIC,DR,CT, , ,-85.6717442401049,38.150328593959
  927208962033,ASHMEAD,FOX HOUND,DR,RD, , ,-85.5984509054551,38.1511871840439
  927344535574,MOORHAVEN,ROCKY MOUNTAIN,DR,DR, , ,-85.6476051115063,38.1505866310422
  927443775945,MILE OF SUNSHINE,SHEPHERDSVILLE,DR,RD, , ,-85.6598293685741,38.1504310065315
  927512274550,CONNECTICUT,NEW HAMPSHIRE,DR,BLVD, , ,-85.6582731770988,38.1504161648374
  927643304377,MELON,MILE OF SUNSHINE,CT,DR, , ,-85.6706920381746,38.1502095907604
  927715177291,DAVHAL,WATTERSON,DR,TRL,S, ,-85.6151125586966,38.1508433586406
  927803105586,OLD FEGENBUSH,ROLLING CREEK,LN,BLVD, , ,-85.6286325060015,38.150674266793
  927906940696,BROADFERN,BROADHALE,DR,DR, , ,-85.6136705988203,38.1507663165143
  927906941517,BROADFERN,DAVHAL,DR,DR, , ,-85.6136705988203,38.1507663165143
  927906961517,BROADHALE,DAVHAL,DR,DR, , ,-85.6136705988203,38.1507663165143
  928043774946,MILE OF SUNSHINE,PAPAYA,DR,CT, , ,-85.6695836522205,38.1500850826851
  928153315354,DECOY,FIELD TRAILS,RD,CT, , ,-85.6007288844578,38.1510798318882
  928312754377,COPRA,MILE OF SUNSHINE,LN,DR, , ,-85.6635321637394,38.1501050296754
  928443774787,MILE OF SUNSHINE,ORANGE BLOSSOM,DR,RD, , ,-85.6684955485525,38.1499526791343
  928510296254,CEDAR HOLLOW,SWITCH BARK,DR,RD, , ,-85.6228912603169,38.1504784004949
  928803102163,OLD FEGENBUSH,FEGENBUSH,LN,LN, , ,-85.6286146572552,38.1503289540414
  92907301D391,WOODROW,SILVER LACE,WAY,CT, , ,-85.6375072327694,38.1502023464741
  929343194377,MEDITERRANEAN,MILE OF SUNSHINE,CT,DR, , ,-85.6642402975756,38.1498122830526
  929624286254,SWITCH BARK,SWITCH BARK,CT,RD, , ,-85.6240939489503,38.1502203142061
  929906960737,BROADHALE,BRUSH,DR,LN, , ,-85.6137069752648,38.1502726259199
  930055745825,ROCKY MOUNTAIN,SANDSTONE,DR,BLVD, , ,-85.6506783856104,38.1498123438837
  930116782045,DOWNS BRANCH,HOLLOW CREEK,RD,RD, , ,-85.6253309058741,38.1500860521764
  930207372192,BRUSH,FERNVIEW,LN,RD, , ,-85.6096681518016,38.1502491896159
  93033662E441,EL RANCHO,VETERANS,RD,DR, , ,-85.5686345094355,38.1512856105982
  930436623664,EL RANCHO,EL VENTOSO,RD,CT, , ,-85.5686926692672,38.1507050073737
  930822628094,FORDHAM,COVE,LN,DR, , ,-85.6188008293576,38.1500836598826
  930976458094,RIGGS,COVE,DR,DR, , ,-85.6203232299958,38.1506206107917
  931274498094,COVE,COVE,CT,DR, , ,-85.6178573691565,38.149731440383
  931321797301,FERNBUSH,WOODROW,DR,WAY, , ,-85.637396795816,38.1494039149619
  931654435825,RED ROCK,SANDSTONE,CT,BLVD, , ,-85.6499151145913,38.1492231714782
  931710297645,CEDAR HOLLOW,RIGGS,DR,DR, , ,-85.6222015808578,38.1495296317235
  931820442045,HOLLOW CREEK,HOLLOW CREEK,CT,RD, , ,-85.6271823735131,38.1494413862537
  932055655574,ROCK HOLLOW,ROCKY MOUNTAIN,DR,DR, , ,-85.6515259478415,38.1491423788244
  932155635565,ROCK FOREST,ROCK HOLLOW,DR,DR, , ,-85.6529532228396,38.1498675875272
  932353557160,FLIRTATION,WHISPERING HILLS,WALK,BLVD, , ,-85.6573324185779,38.1490457588692
  932403550696,BALA,BROADHALE,CT,DR, , ,-85.6137898675284,38.1494439842201
  932537914453,LEDGEROCK,MOORHAVEN,RD,DR, , ,-85.6453476082752,38.1490488449181
  932716781803,DOWNS BRANCH,CREEKVIEW,RD,CT, , ,-85.6254212301323,38.1492762764595
  932716786079,DOWNS BRANCH,SPARKY,RD,WAY, , ,-85.6254212301323,38.1492762764595
  932718036079,CREEKVIEW,SPARKY,CT,WAY, , ,-85.6254212301323,38.1492762764595
  932805277160,BILLIE,WHISPERING HILLS,LN,BLVD, , ,-85.6583450869412,38.148876395197
  932920452163,HOLLOW CREEK,FEGENBUSH,RD,LN, , ,-85.6284005317224,38.1492153556972
  933144524453,MOORHAMPTON,MOORHAVEN,DR,DR, , ,-85.6440411743853,38.1489532410368
  933336627620,EL RANCHO,EL COCO,RD,CT, , ,-85.5687814160268,38.1497494886456
  933559457160,SHEPHERDSVILLE,WHISPERING HILLS,RD,BLVD, , ,-85.6599193588886,38.1486146651726
  933641958094,MARIEMONT,COVE,DR,DR, , ,-85.6163905402643,38.1491261609998
  933855635574,ROCK FOREST,ROCKY MOUNTAIN,DR,DR, , ,-85.6531133445227,38.1485680109109
  933922325565,FLAGSTONE,ROCK HOLLOW,CT,DR, , ,-85.6508190523407,38.1485762804337
  934110297315,CEDAR HOLLOW,WUNDERLY,DR,CT, , ,-85.6215678237078,38.148875205901
  934344536863,MOORHAVEN,VICTORIA,DR,WAY, , ,-85.6413736426696,38.1486309029337
  934416632543,DOUGY,GLENNA,WAY,WAY, , ,-85.6725463558747,38.1483967910635
  934514932543,DANA LYNN,GLENNA,WAY,WAY, , ,-85.6694473858179,38.1482040308101
  934607427291,BRYNWOOD,WATTERSON,LN,TRL,S, ,-85.6152977216659,38.148735934822
  934744537301,MOORHAVEN,WOODROW,DR,WAY, , ,-85.6373208350618,38.1484756106145
  934806960742,BROADHALE,BRYNWOOD,DR,LN, , ,-85.6139265045787,38.1487065786876
  934905274182,BILLIE,MARBLE,LN,CT, , ,-85.6578388478551,38.1481687131746
  935121794453,FERNBUSH,MOORHAVEN,DR,DR, , ,-85.6332731323185,38.1482676791735
  935221722185,FENWICK,FERNHAVEN,DR,RD, , ,-85.6319843030012,38.1500119515408
  935321854453,FERNHAVEN,MOORHAVEN,RD,DR, , ,-85.63200385747,38.1482041986888
  935410292262,CEDAR HOLLOW,FORDHAM,DR,LN, , ,-85.6206543519708,38.1482302574282
  935516635631,DOUGY,ROSSMOOR,WAY,DR, , ,-85.6725751754867,38.147469886622
  935614935631,DANA LYNN,ROSSMOOR,WAY,DR, , ,-85.6695358723751,38.1474812590512
  935826396863,GREEN MANOR,VICTORIA,DR,WAY, , ,-85.6415785227776,38.147706029882
  935905541029,BLEEMEL,CEDAR HOLLOW,DR,DR, , ,-85.6164556736104,38.1479421571936
  935905544195,BLEEMEL,MARIEMONT,DR,DR, , ,-85.6164556736104,38.1479421571936
  935910294195,CEDAR HOLLOW,MARIEMONT,DR,DR, , ,-85.6164556736104,38.1479421571936
  936002310696,AVANTI,BROADHALE,WAY,DR, , ,-85.6137262301122,38.1479486980894
  936002312868,AVANTI,HEATHERWOOD,WAY,CT, , ,-85.6137262301122,38.1479486980894
  936006962868,BROADHALE,HEATHERWOOD,DR,CT, , ,-85.6137262301122,38.1479486980894
  936105547291,BLEEMEL,WATTERSON,DR,TRL,S, ,-85.6153990817005,38.1478831720546
  936525124241,GEORGIA,MARY LAVERNE,LN,DR, , ,-85.6643286696642,38.1468454052065
  936732646378,TANGELO,TANGELO,DR,CT, , ,-85.6268851367899,38.1472889343439
  936821633264,FEGENBUSH,TANGELO,LN,DR, , ,-85.6281145796018,38.1473391234673
  937002312786,AVANTI,HALLWOOD,WAY,CT, , ,-85.6125392864911,38.147452014363
  937204721029,BELLCREST,CEDAR HOLLOW,CT,DR, , ,-85.6175586204177,38.1473914625754
  937332646079,TANGELO,SPARKY,DR,WAY, , ,-85.6256715410314,38.1472261010093
  937421852639,FERNHAVEN,GREEN MANOR,RD,DR, , ,-85.6320550105258,38.1471214484274
  937632643597,TANGELO,KUHN,DR,LN, , ,-85.6247512104313,38.1471774780116
  937744295631,MONACO,ROSSMOOR,DR,DR, , ,-85.6658960526228,38.1473272531793
  937816834429,DREAMERS,MONACO,WAY,DR, , ,-85.6656474450371,38.1466597311742
  938100123264,ACTON,TANGELO,LN,DR, , ,-85.6237312705105,38.1471255583234
  938325125945,GEORGIA,SHEPHERDSVILLE,LN,RD, , ,-85.6600318111169,38.1465445291019
  938421632639,FEGENBUSH,GREEN MANOR,LN,DR, , ,-85.6280490466053,38.1469091517096
  938671607563,WHISPERING HILLS,BEAGLE,BLVD,PL, , ,-85.6423458368731,38.1466637754627
  938871607564,WHISPERING HILLS,CHLOE CHASE,BLVD, , , ,-85.6410634088594,38.1462298354438
  938903904241,BARNES,MARY LAVERNE,DR,DR, , ,-85.6640221670301,38.1459270330076
  939171607567,WHISPERING HILLS,HOOVER,BLVD,WAY, , ,-85.6398794076175,38.1462141714453
  939203904429,BARNES,MONACO,DR,DR, , ,-85.6653621545284,38.1458493283996
  939445855921,NORLYNN,SHAREITH,DR,DR, , ,-85.6342917904936,38.1461417332899
  939535973947,KUHN,LORENZO,LN,LN, , ,-85.6248252263065,38.1462177045073
  939621633947,FEGENBUSH,LORENZO,LN,LN, , ,-85.6279685340548,38.1463763691837
  939721855921,FERNHAVEN,SHAREITH,RD,DR, , ,-85.632152591467,38.1460342857638
  9402D449D450,RIDGE FARM,TRAIL GATE,CT,TRCE, , ,-85.6128839478931,38.145523367617
  9403D448D450,VILLAGE GATE,TRAIL GATE,TRCE,TRCE, , ,-85.6119101983612,38.1454756523876
  940529493023,SPRING RUN,SPRING RUN,DR,CT, , ,-85.5690227865815,38.1457520749
  940615454585,DEEP SPRING,NORLYNN,CT,DR, , ,-85.6321241860727,38.1450427641043
  940721634585,FEGENBUSH,NORLYNN,LN,DR, , ,-85.6277379833176,38.145037077215
  940721636840,FEGENBUSH,VAUGHN MILL,LN,RD, , ,-85.6277379833176,38.145037077215
  940745856840,NORLYNN,VAUGHN MILL,DR,RD, , ,-85.6277379833176,38.145037077215
